_id,type,player[0],player[1],template,toys[0],toys[1],intensity[0],intensity[1],intensity[2],duration
66c8af78f4e4ec87ac8b133b,dare,firstName1,firstName2,Tu as 30 secondes pour m'exciter rien qu'en m'embrassant sans toucher à mes lèvres,,,low,,,30
66d79ef3e8c9a2a7abe3f88e,truth,firstName1,firstName2,Quelle est la chose le plus chaud que t'aies jamais faite ?,,,,,,
66d79ef3e8c9a2a7abe3f874,truth,firstName1,firstName2,Tu as déjà blessé un partenaire/été blessé durant le sexe ?,,,,,,
66d79ef3e8c9a2a7abe3f89a,truth,firstName1,firstName2,Quel est ta position sexuelle préférée ? Donne-moi tous les détails sur pourquoi tu l'aimes.,,,,,,
66d79ef3e8c9a2a7abe3f86a,truth,firstName1,firstName2,Quand t'as découvert ce qu'était le sexe ? Raconte-moi.,,,,,,
66c02acef4e4ec87ac8b12da,dare,firstName1,firstName2,"Avec les yeux bandés, essaie de deviner ce que ton/ta partenaire utilise pour te caresser.",blindfold,,medium,,,
66d8c6b6743b06a9aa3f0154,dare,firstName1,firstName2,"Bande les yeux de {AutrePlayer}, lubrifie certaines parties de ton corps et touche-le/la à différents endroits. {AutrePlayer} doit deviner quelle partie du corps tu utilises.",blindfold,lubrifiant,medium,,,
66bec17bf4e4ec87ac8b1212,truth,firstName1,firstName2,Quelle est la chose la plus chaude que tu aies faite en public ?,,,,,,
66d79ef3e8c9a2a7abe3f87f,truth,firstName1,firstName2,Que penses-tu du swinging ou de l'échange de partenaires ?,,,,,,
66bec17bf4e4ec87ac8b121d,truth,firstName1,firstName2,Quelle est la chose la plus étrange qui t'excite mais que tu n'oses pas avouer ?,,,,,,
66d79ef3e8c9a2a7abe3f87a,truth,firstName1,firstName2,Quel serait ton scénario de jeu de rôle idéal ?,,,,,,
66bec18cf4e4ec87ac8b122e,truth,firstName1,firstName2,Quelle a été ta dernière recherche porno ?,,,,,,
66d77af6e8c9a2a7abe3f826,dare,firstName1,firstName2,"Fais une photo sexy avec {AutrePlayer}, tout en restant habillé.",phone,,low,,,
66c02acef4e4ec87ac8b12e5,dare,firstName1,,Fais un strip tease devant {AutrePlayer}.,all,,high,,,
66c037d0f4e4ec87ac8b1319,dare,firstName1,firstName2,Fais lécher tes lèvres par {AutrePlayer} avant de l'embrasser passionnément.,all,,medium,,,
66bec17bf4e4ec87ac8b1210,truth,firstName1,firstName2,As-tu déjà utilisé un sextoy sur toi-même ou sur un partenaire ? Lequel ?,,,,,,
66c02acef4e4ec87ac8b12df,dare,firstName1,firstName2,Réalisez une sextape en essayant de ne pas faire de bruit.,phone,,high,,,
66bec17bf4e4ec87ac8b1229,truth,firstName1,firstName2,Quel est ton plus grand fantasme que tu n'as jamais osé partager ?,,,,,,
66d79ef3e8c9a2a7abe3f8a5,truth,firstName1,firstName2,As-tu déjà fantasmé sur quelque chose avec une personne du même sexe ?,,,,,,
66c0307ff4e4ec87ac8b130c,dare,firstName1,firstName2,"Mordille légèrement la peau de {AutrePlayer}, sans laisser de marque.",all,,low,,,
66d79ef3e8c9a2a7abe3f86f,truth,firstName1,firstName2,Tu as déjà fais une sextape ?,,,,,,
66d79ef3e8c9a2a7abe3f8a4,truth,firstName1,firstName2,"Quelle est la partie la plus sexy de ton corps, selon toi ?",,,,,,
66d79ef3e8c9a2a7abe3f8b4,truth,firstName1,firstName2,Y a-t-il un endroit ou un moment spécifique où l'idée du sexe t'excite le plus ?,,,,,,
66c037d0f4e4ec87ac8b1316,dare,firstName1,,Branle {AutrePlayer} en commençant doucement et en augmentant progressivement l'intensité.,all,,medium,,,
66d799f3e8c9a2a7abe3f85b,dare,firstName1,firstName2,"Essayez de jouir ensemble sans bouger vos corps, uniquement en utilisant des contractions internes et des mouvements de bassin.",all,,high,,,
66d79ef3e8c9a2a7abe3f88b,truth,firstName1,firstName2,Tu préfères me dominer au lit ou que ce soit moi qui te domine ?,,,,,,
66d79ef3e8c9a2a7abe3f873,truth,firstName1,firstName2,Qu'est-ce que tu te souviens le plus de la première fois où tu as eu des relations sexuelles ?,,,,,,
66d799f3e8c9a2a7abe3f859,dare,firstName1,,"Mets toi à genoux, et laisse {AutrePlayer} faire ce qu'il veut de ta bouche.",all,,medium,high,,
66e99aff64f3ac7f3bdb0ae3,dare,firstName1,firstName2,Prend un shot,Alcool,,high,medium,low,
66bec4e4f4e4ec87ac8b1255,truth,firstName1,,Quel est ton plus grand secret que tu n'as jamais révélé à personne?,,,,,,
66c037d0f4e4ec87ac8b1315,dare,firstName2,,Doigte {AutrePlayer} en commençant doucement et en augmentant progressivement l'intensité.,all,,medium,,,
66d799f3e8c9a2a7abe3f84e,dare,firstName2,,Pénètre {AutrePlayer} d'une façon aggressive durant 4 minutes.,all,,high,,,240
66c037d0f4e4ec87ac8b1313,dare,firstName1,,Branle lentement {AutrePlayer} pendant qu'il te regarde dans les yeux.,all,,medium,,,
66d79ef3e8c9a2a7abe3f897,truth,firstName1,firstName2,Quelle est une chose sale que t'as toujours eu envie de me dire au lit ?,,,,,,
66d79ef3e8c9a2a7abe3f884,truth,firstName1,firstName2,T'as déjà été pris en flagrant délit pendant un rapport sexuel ?,,,,,,
66d79ef3e8c9a2a7abe3f8b2,truth,firstName1,firstName2,As-tu une chanson ou une mélodie qui te met instantanément dans l'ambiance ?,,,,,,
66bec18cf4e4ec87ac8b123b,truth,firstName1,firstName2,Tu préfères que j'utilise ma langue ou mes doigts sur toi ? Qu'est-ce que tu préfères utiliser sur moi ?,,,,,,
66c8af78f4e4ec87ac8b133d,dare,firstName1,firstName2,Mets un glaçon dans ta bouche et fais-moi une fellation pendant 60 secondes.,icecube,,high,medium,,60
66d799f3e8c9a2a7abe3f853,dare,firstName1,firstName2,"Pendant 2 minutes, fais tout ce qui te plaît à {AutrePlayer}.",all,,high,,,120
66d77af6e8c9a2a7abe3f823,dare,firstName2,,Fais un slow whine sur {AutrePlayer}.,,,low,,,
66e99af364f3ac7f3bdb0ae0,dare,firstName1,firstName2,Prend un shot,Alcool,,high,medium,low,
66bec18cf4e4ec87ac8b124c,truth,firstName1,firstName2,Décris comment ton orgasme se ressent.,,,,,,
66c02acef4e4ec87ac8b12d3,dare,firstName1,firstName2,"Masse chaque partie du corps de ton/ta partenaire pendant une minute, sans utiliser tes mains.",massage_oil,,medium,,,60
66d79ef3e8c9a2a7abe3f8b1,truth,firstName1,firstName2,Quel est le plus grand risque que t'as pris dans une situation sexuelle ?,,,,,,
66d79ef3e8c9a2a7abe3f8a7,truth,firstName1,firstName2,Qu'est-ce que tu t'es dis tu m'as vue nu.e pour la première fois ?,,,,,,
66d79ef3e8c9a2a7abe3f864,truth,firstName1,firstName2,"Qu'est-ce qui t'excite, même si ce n'est pas sexuel ?",,,,,,
66d79ef3e8c9a2a7abe3f879,truth,firstName1,firstName2,Quel souvenir de notre vie sexuelle t'excite le plus ?,,,,,,
66c02ab7f4e4ec87ac8b12c4,dare,firstName1,firstName2,Embrasse {AutrePlayer} pendant une minute entière sans utiliser tes mains.,all,,low,,,60
66d79ef3e8c9a2a7abe3f872,truth,firstName1,firstName2,Dans quel lieu de la maison tu aurais aimé qu'on le fasse ?,,,,,,
66d78a22e8c9a2a7abe3f840,dare,firstName1,firstName2,"À partir de maintenant, tu dois avoir un plug anal jusqu'à la fin de l'acte.",plug,,"medium, high",,,300
66d79ef3e8c9a2a7abe3f87c,truth,firstName1,firstName2,T'as déjà été excité au boulot (ou en télétravail) ? Qu'est-ce que t'as fait ?,,,,,,
66bec17bf4e4ec87ac8b121b,truth,firstName1,firstName2,Quel est le meilleur compliment que tu aies reçu pendant l'acte ?,,,,,,
66bec18cf4e4ec87ac8b124b,truth,firstName1,firstName2,Quelle est la catégorie de film adulte la plus étrange que tu aies jamais cherchée ?,,,,,,
66d79ef3e8c9a2a7abe3f8a0,truth,firstName1,firstName2,Quel est ton texte préféré que je t'ai envoyé pendant qu'on se sextait ?,,,,,,
66d79ef3e8c9a2a7abe3f8a3,truth,firstName1,firstName2,"Quelle est la partie la plus sexy de mon corps, selon toi ?",,,,,,
66c03005f4e4ec87ac8b1300,dare,firstName1,firstName2,"Déboutonne lentement un vêtement de {AutrePlayer}, en laissant apparaître juste un peu plus de peau.",all,,low,,,
66c02acef4e4ec87ac8b12d4,dare,firstName1,firstName2,Applique de l'huile de massage sur les zones érogènes de ton/ta partenaire et masse-les doucement.,massage_oil,,medium,,,
66c02acef4e4ec87ac8b12e3,dare,firstName1,firstName2,Prennez une photo de vous deux nus devant un miroir.,phone,polaroid,medium,,,
66d79ef3e8c9a2a7abe3f869,truth,firstName1,firstName2,T'as déjà refusé une occasion sexuelle et ensuite regretté ?,,,,,,
66d78a22e8c9a2a7abe3f841,dare,firstName2,,Mets un plug anal à {AutrePlayer} pendant que tu la pénètres avec un gode.,plug,dildo,"high, medium",,,
66d79ef3e8c9a2a7abe3f888,truth,firstName1,firstName2,C'est quoi un acte sexuel que la plupart des gens aiment mais que tu trouves surcôté ?,,,,,,
66c03005f4e4ec87ac8b1301,dare,firstName1,firstName2,Caresses sensuelles sur la poitrine de {AutrePlayer} avec des mouvements lents et délicats.,all,,low,,,
66c03005f4e4ec87ac8b12fb,dare,firstName1,firstName2,"Embrasse la poitrine ou le torse de {AutrePlayer}, sans aller plus loin.",all,,low,,,
66d799f3e8c9a2a7abe3f850,dare,firstName2,,Tu dois finir le jeu en terminant sur le visage de {AutrePlayer}.,all,,high,,,
66d79ef3e8c9a2a7abe3f882,truth,firstName1,firstName2,Quel est l'endroit le plus étrange où tu t'es masturbé.e ?,,,,,,
66d799f3e8c9a2a7abe3f85d,dare,firstName1,firstName2,Serre le cou de {AutrePlayer} et embrasse le.,all,,low,,,60
66d79ef3e8c9a2a7abe3f871,truth,firstName1,firstName2,Tu es déjà rentré dans un sexshop ? Tu as acheté quoi ?,,,,,,
66c8af78f4e4ec87ac8b133c,dare,firstName1,firstName2,Embrasse-moi avec passion comme avant que nous ne commencions à avoir des rapports sexuels.,,,medium,low,,
66d79ef3e8c9a2a7abe3f89f,truth,firstName1,firstName2,"Si tu pouvais revenir en arrière et changer quelque chose à propos de notre première fois, ce serait quoi et pourquoi ?",,,,,,
66d77af6e8c9a2a7abe3f821,dare,firstName1,firstName2,Embrasse le lobe de l’oreille de {AutrePlayer} tout en chuchotant quelque chose d’excitant.,,,low,,,
66c04ad9f4e4ec87ac8b131e,dare,firstName1,firstName2,Montre à {AutrePlayer} un de tes films érotique favori.,porno_movie,,low,,,
66d78093e8c9a2a7abe3f832,dare,firstName1,,Assieds-toi sur le visage de {AutrePlayer} pendant 2 minutes,all,,"medium, high",,,120
66bec18cf4e4ec87ac8b1234,truth,firstName1,firstName2,Ça m'excite quand quelqu'un m'appelle ....... pendant le sexe.,,,,,,
66d799f3e8c9a2a7abe3f84f,dare,firstName2,,Montre à {AutrePlayer} ta position sexuelle la plus intense en utilisant toute ta force physique pour la maintenir sous contrôle.,all,,high,,,
66c04b6cf4e4ec87ac8b1321,dare,firstName2,,Fais un cunnilingus à {AutrePlayer} pendant 4 minutes,all,,high,medium,,240
66d79ef3e8c9a2a7abe3f870,truth,firstName1,firstName2,Combien d'orgasmes tu as eu en une journée ?,,,,,,
66d799f3e8c9a2a7abe3f855,dare,firstName1,,Montre à {AutrePlayer} comment tu chevauches le gode.,dildo,,high,medium,,60
66d79ef3e8c9a2a7abe3f8a2,truth,firstName1,firstName2,"Que penses-tu des threesomes ? T'en as déjà eu un, et si non, est-ce que tu voudrais en avoir un ?",,,,,,
66beda21f4e4ec87ac8b1264,truth,firstName1,firstName2,Quelle est la personne la plus âgée avec qui tu as eu des relations sexuelles ?,,,,,,
66c03005f4e4ec87ac8b12fa,dare,firstName1,firstName2,"Embrasse {AutrePlayer} sur le bas du ventre, juste au-dessus des sous-vêtements.",all,,low,,,
66d78093e8c9a2a7abe3f831,dare,firstName1,firstName2,Masturbe-toi en utilisant la main de {AutrePlayer} et guide ses mouvements pendant 2 minutes,all,,medium,,,120
66d78093e8c9a2a7abe3f836,dare,firstName1,firstName2,"Demande à {AutrePlayer} de choisir le film érotique de son choix, et synchronisez-vous dessus.",porno_movie,,high,,,
66d79ef3e8c9a2a7abe3f8b3,truth,firstName1,firstName2,Quelle est la chose la plus sexy que quelqu'un ait jamais faite pour toi ?,,,,,,
66d79ef3e8c9a2a7abe3f8b5,truth,firstName1,firstName2,Quelle est la chose la plus audacieuse que t'as dite lors de moments intimes ?,,,,,,
66d79ef3e8c9a2a7abe3f889,truth,firstName1,firstName2,Quelle activité sexuelle trouves-tu sous-côté ?,,,,,,
66d79ef3e8c9a2a7abe3f8b0,truth,firstName1,firstName2,Comment tu aurais aimé que je te surprenne ?,,,,,,
66bec17bf4e4ec87ac8b121c,truth,firstName1,firstName2,Quel est le lieu le plus risqué où tu as fais l'amour ?,,,,,,
66e99af164f3ac7f3bdb0adf,dare,firstName1,firstName2,Prend un shot,Alcool,,high,medium,low,
66d79ef3e8c9a2a7abe3f895,truth,firstName1,firstName2,"Si j'étais menottée au lit, qu'est-ce que tu me ferais ?",,,,,,
66d79ef3e8c9a2a7abe3f8ab,truth,firstName1,firstName2,Quelle est la première chose que tu trouves sexy chez quelqu'un ?,,,,,,
66c0307ff4e4ec87ac8b1304,dare,firstName1,firstName2,Retire lentement un sous-vêtement (haut ou bas) de {AutrePlayer} avec tes mains.,all,,low,,,
66d78c89e8c9a2a7abe3f843,dare,firstName2,,Donne une fessée à {AutrePlayer} pendant 30 secondes.,all,,low,medium,high,
66d79280e8c9a2a7abe3f845,dare,firstName1,firstName2,Prends une photo de la partie que tu préfères chez {AutrePlayer} avec le Polaroïd,polaroid,,low,medium,high,
66d799f3e8c9a2a7abe3f85c,dare,firstName1,firstName2,"Faites l'amour face à un miroir, en vous concentrant uniquement sur votre propre reflet et vos mouvements.",all,,high,,,
66d8c6b6743b06a9aa3f014e,dare,firstName1,firstName2,Combat de chatouilles avec {AutrePlayer}.,,,low,,,
66c03005f4e4ec87ac8b12f9,dare,firstName1,firstName2,Caresse l'intérieur de la cuisse de {AutrePlayer} en l'embrassant durant 60s.,all,,low,,,60
66bec18cf4e4ec87ac8b1240,truth,firstName1,firstName2,Quelle est la chose la plus étrange qu'un partenaire ait jamais voulu faire au lit ?,,,,,,
66d8c6b6743b06a9aa3f014b,dare,firstName1,firstName2,Place-toi derrière {AutrePlayer} et mordille son lobe d'oreille tout en le/la caressant par-dessus ses sous-vêtements. Arrête dès qu'il/elle gémit.,,,low,,,
66d78093e8c9a2a7abe3f834,dare,firstName2,,Fais ce que tu veux de la bouche de {AutrePlayer} pendant 1 minute,all,,"medium, high",,,120
66d79ef3e8c9a2a7abe3f88a,truth,firstName1,firstName2,Quelle est ta partie du corps que tu préfères que je suce ?,,,,,,
66d8c6b6743b06a9aa3f014d,dare,firstName1,firstName2,Réglez le minuteur. Quelle est la durée de ton quickie le plus rapide avec {AutrePlayer} ?,,,medium,high,,
66bec18cf4e4ec87ac8b1248,truth,firstName1,firstName2,Qu'est-ce qu'il y a chez moi (à part mon corps) qui t'excite à chaque fois ?,,,,,,
66d79ef3e8c9a2a7abe3f8a6,truth,firstName1,firstName2,Quel est l'endroit le plus fou où t'as eu des relations sexuelles ?,,,,,,
66d79ef3e8c9a2a7abe3f8a1,truth,firstName1,firstName2,Quelle est ta position sexuelle préférée et pourquoi ?,,,,,,
66c02ab7f4e4ec87ac8b12c6,dare,firstName1,firstName2,Regarde un film érotique avec {AutrePlayer} et recréez votre scène préférée.,porno_movie,,high,,,
66c02ab7f4e4ec87ac8b12ca,dare,firstName1,firstName2,"Masse chaque partie du corps de ton/ta partenaire pendant une minute, sans utiliser tes mains.",massage_oil,,medium,,,60
66bec17bf4e4ec87ac8b1226,truth,firstName1,firstName2,Quelle est la partie de ton corps que tu préfère le plus ?,,,,,,
66d8c820743b06a9aa3f0157,dare,firstName1,firstName2,"Masturbe toi, pendant que {AutrePlayer} se masturbe aussi à tes côtés.",all,,"high, medium",,,120
66c02acef4e4ec87ac8b12dd,dare,firstName1,firstName2,Filmez-vous en train d'essayer une nouvelle position sexuelle.,phone,,high,,,
66c8af78f4e4ec87ac8b133f,dare,firstName1,firstName2,Fais-moi l'amour comme si c'était la première fois pendant 5 minutes.,,,high,,,300
66d79ef3e8c9a2a7abe3f880,truth,firstName1,firstName2,Quel est quelque chose que je fais qui n'est pas sexuel mais qui t'excite ?,,,,,,
66d79ef3e8c9a2a7abe3f8af,truth,firstName1,firstName2,Quel est un fantasme que tu aimerais explorer mais que tu n'as pas encore eu l'occasion de réaliser ?,,,,,,
66c03005f4e4ec87ac8b12ff,dare,firstName1,firstName2,"Utilise tes lèvres pour caresser doucement les zones érogènes externes de ton/ta partenaire, sans toucher les parties génitales.",all,,low,,,
66d799f3e8c9a2a7abe3f854,dare,firstName1,,"Suce le doigt de {AutrePlayer}, pendant qu'il utilise le gode sur toi.",dildo,,high,,,
66d787c4e8c9a2a7abe3f83a,dare,firstName2,,"Suce, pince et mords les seins de {AutrePlayer} pendant 2 minute, sois créatif.",all,,medium,,,120
66d8c6b6743b06a9aa3f0152,dare,firstName1,firstName2,Jeu de rôle avec {AutrePlayer} : Tu es le mannequin et il/elle est le photographe.,polaroid,,medium,,,
66d79ef3e8c9a2a7abe3f875,truth,firstName1,firstName2,Tu as déjà fais/reçu une golden shower ?,,,,,,
66d787c4e8c9a2a7abe3f83d,dare,"firstName2, firstName1",,Montre une de tes vidéos préférées à {AutrePlayer},porno_movie,,medium,,,
66d799f3e8c9a2a7abe3f861,dare,firstName1,,"Pendant que {AutrePlayer} s'occupe de toi, chuchote lui des choses qui pourraient l'exciter davantage.",all,,high,medium,,
66bec18cf4e4ec87ac8b1245,truth,firstName1,firstName2,Comment était ton premier baiser ?,,,,,,
66d799f3e8c9a2a7abe3f851,dare,firstName1,,Mets toi dans la position que tu trouves le plus sexy et laisse {AutrePlayer} te pénétrer 5 minutes.,all,,high,,,300
66d79ef3e8c9a2a7abe3f87b,truth,firstName1,firstName2,"Selon toi, qu'est-ce que je fais le mieux au lit ?",,,,,,
66d79ef3e8c9a2a7abe3f89c,truth,firstName1,firstName2,Où penses-tu que notre baiser le plus romantique a eu lieu ? Raconte-moi tout ce dont tu te souviens.,,,,,,
66d799f3e8c9a2a7abe3f857,dare,firstName1,firstName2,"Emmène {AutrePlayer} au bout de l'orgasme, il.elle ne doit pas finir.",all,,high,,,
66bec17bf4e4ec87ac8b1221,truth,firstName1,firstName2,Quelle est ta pire expérience lors d'un date ?,,,,,,
66c8af78f4e4ec87ac8b1341,dare,firstName1,firstName2,Sois mon photographe et aide-moi à prendre une photo sexy que toi seul pourras garder.,phone,polaroid,medium,,,
66d79ef3e8c9a2a7abe3f8aa,truth,firstName1,firstName2,Quel est le fantasme le plus étrange que t'as eu récemment ?,,,,,,
66e99a5b64f3ac7f3bdb0add,dare,firstName1,firstName2,Prend un shot,Alcool,,high,medium,low,
66d79ef3e8c9a2a7abe3f899,truth,firstName1,firstName2,Y a-t-il quelque chose que t'as vu dans un film érotique que t'aimerais essayer ?,,,,,,
66d8c6b6743b06a9aa3f014a,dare,firstName1,firstName2,Appelle {AutrePlayer} en vidéo pendant que vous faites un 69.,phone,,"high, medium",,,
66d79ef3e8c9a2a7abe3f881,truth,firstName1,firstName2,Ça te dirait d'aller dans un club échangiste avec moi ?,,,,,,
66bec17bf4e4ec87ac8b1228,truth,firstName1,firstName2,Quelle est la chose la plus audacieuse que tu aies faite pour séduire quelqu'un ?,,,,,,
66bec17bf4e4ec87ac8b1216,truth,firstName1,firstName2,Quelle est ta position préférée que tu n'as encore jamais essayée ?,,,,,,
66c04b8ef4e4ec87ac8b1322,dare,firstName1,,Fais une branlette espagnole à {AutrePlayer} pendant 1 minute.,all,,high,medium,,60
66d799f3e8c9a2a7abe3f84d,dare,firstName2,,Porte {AutrePlayer} pendant que tu la pénètres durant 1 minute.,all,,high,,,60
66d79ef3e8c9a2a7abe3f887,truth,firstName1,firstName2,Quelle est la pensée la plus hot que t'as eue à propos de moi ?,,,,,,
66bec17bf4e4ec87ac8b122b,truth,firstName1,firstName2,Quel est le dernier rêve érotique que tu as fait ?,,,,,,
66d77b64e8c9a2a7abe3f828,dare,firstName1,firstName2,Fais comme si tu prennais {AutrePlayer} en levrette. La pénétration est interdite.,,,medium,,,
66bec18cf4e4ec87ac8b1231,truth,firstName1,firstName2,Quelle est la chose la plus étrange que tu aies faite en te masturbant ?,,,,,,
66bec18cf4e4ec87ac8b1243,truth,firstName1,firstName2,Quelle sorte d'énergie aimes-tu quand tu fais l'amour ? Rapide et brutal ? Chaud et passionné ? Doux et sentimental ?,,,,,,
66d8c6b6743b06a9aa3f014f,dare,firstName1,firstName2,Va sur ton site de pornographie préféré et choisis une vidéo 'recommandée pour toi'. {AutrePlayer} doit te faire du sexe oral pour la durée de la vidéo.,porno_movie,,high,,,
66c02ab7f4e4ec87ac8b12cc,dare,firstName1,firstName2,Applique de l'huile de massage sur les zones érogènes de ton/ta partenaire et masse-les doucement.,massage_oil,,medium,,,
66d77cfbe8c9a2a7abe3f82a,dare,firstName1,firstName2,Attache doucement les mains de {AutrePlayer} avec un foulard et embrasse-le/la sur tout le corps.,handcuff,,medium,,,
66d79ef3e8c9a2a7abe3f89e,truth,firstName1,firstName2,Combien de fois te masturbes-tu ? Et combien de fois c'est à propos de moi ?,,,,,,
66bec17bf4e4ec87ac8b1223,truth,firstName1,firstName2,Quelle est la chose la plus excitante que tu aimerais essayer mais que tu n'as pas encore osé ?,,,,,,
66d8c6b6743b06a9aa3f0155,dare,firstName1,firstName2,"Allez chacun de votre côté sur votre site préféré. Trouvez une vidéo qui représente votre fantasme personnel, puis retrouvez-vous et regardez les vidéos ensemble.",porno_movie,,"medium, high",,,
66d77af6e8c9a2a7abe3f825,dare,firstName1,firstName2,Fais un suçon à {AutrePlayer} sur la zone de son choix.,,,low,,,
66bec18cf4e4ec87ac8b1249,truth,firstName1,firstName2,T'es-tu déjà touché(e) au travail ?,,,,,,
66beda21f4e4ec87ac8b1265,truth,firstName1,firstName2,Quelle est une chose sexuelle que tu as faite mais que tu ne m'as jamais racontée ?,,,,,,
66e99af664f3ac7f3bdb0ae2,dare,firstName1,firstName2,Prend un shot,Alcool,,high,medium,low,
66bec18cf4e4ec87ac8b1238,truth,firstName1,firstName2,Quelle est ta position sexuelle la moins préférée et pourquoi ?,,,,,,
66c02ab7f4e4ec87ac8b12c8,dare,firstName1,firstName2,Donne un massage érotique à {AutrePlayer}.,Massage Oil,,medium,,,
66bec4e4f4e4ec87ac8b1251,truth,firstName1,firstName2,Quelle est la chose que tu apprécie le plus chez moi pendant le sexe ?,,,,,,
66d77af6e8c9a2a7abe3f820,dare,firstName1,firstName2,Caresse les épaules de {AutrePlayer} avec des mouvements lents et circulaires pendant 1 minute.,,,low,,,
66d787c4e8c9a2a7abe3f83b,dare,firstName2,,"Pendant que tu prends {AutrePlayer} en missionnaire, fais une vidéo de ses seins.",phone,,high,,,
66c037d0f4e4ec87ac8b1317,dare,firstName1,firstName2,Embrasse et caresse l'intérieur des cuisses de {AutrePlayer} pendant qu'il/elle est allongé(e).,all,,medium,,,
66bec18cf4e4ec87ac8b124a,truth,firstName1,firstName2,Quelle est une 'imperfection' sur mon corps que tu trouves sexy ?,,,,,,
66c04b14f4e4ec87ac8b1320,dare,firstName1,,Fais une fellation à {AutrePlayer} pendant 4 minutes,all,,high,medium,,240
66d799f3e8c9a2a7abe3f860,dare,firstName1,firstName2,Placez-vous devant un miroir et regarde {AutrePlayer} te faire du sexe oral.,all,,high,medium,,
66d787c4e8c9a2a7abe3f83c,dare,"firstName2, firstName1",,Chosis ta vidéo préférée et reproduisez la en filmant l'acte.,"phone, porno_movie",,medium,,,
66d79ef3e8c9a2a7abe3f896,truth,firstName1,firstName2,"Si tu devais inventer un mouvement sexuel original, comment l'appellerais-tu ?",,,,,,
66bec17bf4e4ec87ac8b1219,truth,firstName1,firstName2,Quelle est la chose la plus chaude que tu aimerais que je te fasse ?,,,,,,
66bec18cf4e4ec87ac8b122f,truth,firstName1,firstName2,Quelle est la chose la plus étrange qui t'excite ?,,,,,,
66d78093e8c9a2a7abe3f835,dare,firstName1,firstName2,Mettez-vous dos à dos et masturbez-vous en écoutant les sons de l'autre.,all,,medium,,,
66c02acef4e4ec87ac8b12d9,dare,firstName1,firstName2,Porte le bandeau et laisse ton/ta partenaire te guider pendant les préliminaires.,blindfold,,medium,,,
66bec18cf4e4ec87ac8b1247,truth,firstName1,firstName2,"Si tu me surprenais en train de regarder un film érotique, que ferais-tu ?",Film érotique,Film érotique,,,,
66d77cfbe8c9a2a7abe3f82b,dare,firstName1,firstName2,Jouez à un jeu de rôle où tu es un(e) masseur(se) professionnel(le) et offre un massage sensuel avec de l'huile de massage durant 5 minutes.,massage_oil,,medium,,,300
66d8c6b6743b06a9aa3f014c,dare,firstName1,firstName2,Assieds-toi derrière {AutrePlayer} avec lui/elle entre tes jambes. Mets ta main entre ses cuisses et laisse le te guider..,,,medium,,,
